conversation,class
어 이 너희 곁 어딘지 이제 아 으며 . 선생 님 그럼 우리 집 에 ㄴ다는 오 지 마세요 는데 그럼 내 가 이야기 한 거 하 ㄴ다면 돼 잖 아 는데 그걸 어떻게 제 놀드 . 안 돼 ㄴ다면 집 에 내 놀드 가 야지 . 송만갑 님 제발 요 는데 부인 이랑 딸 부유층 얼굴 도 봐야지 는데 제발 안 돼요 는데 할게요 . 그때 이야기 했 다 . 1 주일 중 3 월과 지났 어 . 예시 . 알 겠 네요 .,협박 대화
정한 씨 내일 나의 랑 거래처 가 적기 로 한 거 거기 갈 수 있 꼼짝 ? 네 ? 갑작스레 요 ? 브리핑 추진 랑 은 제 놀드 안 했 는데 는데 지금 부터 잘 추진 해 봐요 . 나의 는 내일 별로 놀드 고 싶 지 놀드 않 네 . 아서 미리 말씀 하 주기도 시 지 그려 셨 어요 . 저 추진 하나 도 안 했 는데 . 혹시 정보 있 으세요 ? 정보 ? 아 정한 정씨 가 만들 어서 역량 을 좀 보여줘봐 카나 ? 원래 대리 귀하 이 가시 기 로서 한 거 대리 귀하 이 하 는 도록 맞 지 않 나요 ? 뭐 라고 현재 장난 해 ? 미달 씨 는 내 놀드 하 라고 하 ㄴ다면 그냥 하 는 것 야 . 이건 위법 한 것 같 네요 . 다 정한 정씨 를 위한 거 길래 잘 해 봐 는데 대리 님 이건 아닌 것 같 아요 는데 부장 님 께 답변 드리 겠 습니다 는데,직장 내 괴롭힘 대화
이 과장 잠깐 와도 보 게 네 실장 님 이번 프로젝트 피해 가 막심 하 카나 네 알 고 없 습니다 그래서 말 그러 지 누가 총대 을 메 야 된다 카나 네 ? ??? 그걸 왜 내 가 주교구 메 야 겠 나의 차기 부사장 인 내고 가 ? ? 그래도 저 도 처자식 그러 있 습니다 이번 건만 잘 넘어가 면 내고 가 잘 봐줄께 카나 ? ???,직장 내 괴롭힘 대화
야 길동 일 로서 와봐 네 부장 귀하 부르 셨 어요 ... 이따가 세 시 이에 내 손 님 놀드 기 로 했 으며 커피 좀 사 와도 저 지금 보 고는 작성 하 고 없 어서 . 아 이것 보다 내 손 귀하 이 더 중요 시키 니까 얼른 가 불쌍히 사 와 네 는데 아 맞 다 나의 지갑 을 차 이에 두 고 와서 에드 가 사 오 ㄴ다면 내 가 나중 이에 돈 줄 게 카나 ? 저번 에 때문 안 주 셨 으며 . 됐 고 예전 에 줄 게 얼른 가 서 사 놀드 고 접대실 테이블 데스크톱 도 좀 해 놔라 네 .,직장 내 괴롭힘 대화
뭐 하 는 세우 이 야 ? 비켜 ! ! 미친 것 야 ? 뒤 진다고 뭐 가 나올 방법 같 아 ! !!! 그거 야 모르 ㄴ다는 거 지 그건 못가 돼 ! !!! 돌려줘 ! ! 이 집구석 에 뭣 도 없었 다며 근데 내 놀드 뭘 찾 았 카나 ? 그럼 이건 어디 걸까 ? 하 는데 ! 그건 안 된다고 제발 돌려줘 ! 캐치 그건 . ! 그럼 돌려 죠 웃기 기에 있 네 돈 없었 다며 뭐 가 나올 거 같 냐며 그럼 나와 버렸 네 그건 . 그건 병원 이에 계신 네 아버지 수술비 야 제발 돌려줘 아침 저녁 까지 납부 해야 . 웃기 지 때문 않 는 소리 시키 지 마 확 정씨 ! ! 내 놀드 애비 가 어딨 어서 ! !,갈취 대화
지수 씨 오늘 아침 에 약속 있 는데요 ? 아니요 . 없었 습니다 . 잘 됐 네 . 그럼 프린터 좀 고쳐 줘요 는데 우리 프린터 해야 시키 는데 . 복사기 ㄴ다는 대리 기사 님 불리 시 면 되 에요 . 대리 기사 귀하 이 금요일 에 놀드 신다 네 . 저 가 어떻게 고쳐요 는데 고치 면 부서 오세아니아 승진 으로 지수 정씨 밀어줄 거 야 는데 어때 할 만 시키 지 ? 아니요 는데 죄송 합니다 . 바꾸 면 승진 이 라니까 ? 그래도 이건 아닌 것 같 아요 는데 대리 님 .,직장 내 괴롭힘 대화
금요일 입니다 . 어제 토요일 회사 앞 오세아니아 모여 등산 갑시다 갑작스레 요 ? 왜 오자키 ? 김 대리 ㄴ다는 어렵 습니까 ? 아서 애 랑 놀이 식물원 가 기러 했 군요 . 아 그래 ... 그럼 더 좋 카나 네 ? ? 사우스캐롤라이 도 데리 고 와서 같이 놀 아 사우스캐롤라이 는 힘들 것 똑같 은데 등산 자체 놀드 요 . 아니 이미 부터 그렇게 감싸 기에 돌 면 어쩌 란 거 야 ? 이럴 때 일수록 더 약하 게 키워야지 . 카나 . ?. 아직 아일 쯧쯧 그럴 때 일수록 더 자연 을 멀리 두 고 놀 도록 해줘야 지 내일 거느리 고 나와,직장 내 괴롭힘 대화
야 이 새끼야 카나 너 내 가 저번 시계 맘 에 든다고 가져오 라 했 어서 안 했 어 ... 그거 엄마 가 새로이 사 주 신 것 라 안 되 오자키 그래 ? 그럼 가져올 때 까지 나 에게 매일 맞 는 건과 괜찮 지 ? 언제 하나 부러져 봐야 인격 차리 지 ? 형의 한 번 만 봐 주 세요 내일 까 가져와 그거 없 어서 지 면 엄마 에게 도 혼날 텐데 흑흑 알 바 아니 기에 난 말 했 으며 가져오 라고 알 싶 어요 .,갈취 대화
이거 코드 니 놀드 짰 어 ? 아닙니다 이거 최 팀장 귀하 이 . 최 본부장 님 ? 최 딩 장 님 ? 아서 아니요 최 팀장 그러 요 ! 최 본부장 이 . 너 존댓말 도 제대로 못 읽 고 이래서 군대 못가 다녀온 것 들 은데 . 죄송 합니다 야가 똑바로 서 봐 에드 직장 이 장난 그러 야 ? 죄송 합니다 야 너 이거 어제 까지 다시 짜 와도 네 ? 내 어제 까지 요 ? 시키 라면 해 이 자녀 아 !,직장 내 괴롭힘 대화
지금 또 청소기 돌렸 어요 ? 다 부유층 퇴근 후 쉬 여야 하 는 시간 인데 너무 시끄럽 네요 아니요 저희 는 그냥 에코 만 보 고 없 었 어요 아니 옆 에 와서 들 어서 보 세요 지금 ㄹ수록 쿵쿵거리 고 시끄러운지 그분 는 신경 쇠약 걸릴 지경 이 에요 어떠하 저희 는 저녁 분간 에 는 더더욱 변덕 해서 지내 는 중의 이 고 지금 때문 일부러 세탁기 나 청소기 는 낮 에 만이 돌리 고 그러 기에 있 어요 무슨 울음소리 에 요 지금 때문 웅웅거리 고 쿵쿵거리 ㄴ다는 소리 에 참다참다 올라왔 다구요 수시로 이렇게 올라와서 항의 하 는 덕분 에 저희 도 노이로제 걸릴 지경 이 ㄴ가요 저희 집 말 기에 다른 집 에서 청소기 돌리 는지 알아보 ㅂ시오 무슨 소리 에 오자키 ? 바로 위 오세아니아 들리 는 소리 일쑤 에 올라왔 는데 돌아가 볼게요 청소기 나와 없 나 안 나와 없 나 뭘 어디 들어와 이거 완전 정신병자 카나 들어오 기 만 해의 봐 주 거 침략 죄 로 신고 때때 거 니까 뭐 ... 정신병자 ? 그래 나의 정신병자 다 너 때문 뉴스 에 나오 ㄴ다는 것 처럼 정신병자 에게 식구 들 이랑 전멸 당해 볼래 ? 그래 계속 그렇게 날뛰 어서 봐 경찰 부를 타시 니까,협박 대화
우리 귀여운 철수 야가 여기 돈 줄 타시 니까 핫도그 랑 초콜릿 좀 사 다 줄래 ? 남 은 현상금 은 너 가져 목욕 값 이 야 핫도그 랑 콜라 사 ㄴ다면 돈 이 부족 풀어쓰 . ? ? 어찌 소리 야 ? 모두 돈 은 너 놀드 채우 는 거 기에 . 나 . 현상금 없 어 . 그러 길동 이 가 말대꾸 가 늘 었 카나 ? 사 오 라서 사 와 . 현상금 없 다고 . 캐치 에라라 랄 돈 업의 따 고 그건 카나 사정 이 고요 종실 다 . 빨리 갔다와 알 겠 어 는데 그럼 이렇게 말 많이 들 어야지 . 말자 는 다른 사람 인은 줄 알 았 으며 ? .,기타 괴롭힘 대화
야 가진 거 으며 내놔 네 알 싶 어요 다 드릴께요 어서 ? 강도 네 천천히 신고 를 어쭈 그러 새끼 가 뭔 관련성 이 야 야 토비 일루 와봐 죄송 해요 야 넌 봐 줄려고 했 는데 안 이루어지 겠 다 . 휴대폰 하 고 금품 으며 내놔 핸드폰 만 은데 . 장난 하 뇰 ? 네 . 울 겠 습니다,갈취 대화
나 씨 제 놀드 수정 부탁 드린 단락 아직 인가요 ? 저 가 하 지 못합니다 왜 죠 ? 그건 제 부분 수정 그러 아니 라 가 정씨 부분 이 니까요 과연 제 말 을 배제 하 는 것 간혹 들 리조 ? 지난번 에 도 인사 비스듬히 안 하 던데 저 가 해도 무시 시키 시 던데 그렇게 말대답 할 거 면 다르 부서 로 옮기 ㄹ지라도 퇴 가 를 시키 세요 너무 말씀 그러 심하 시 네요 어쨌거나 빨리 끝내 세요 못가 됩니다,직장 내 괴롭힘 대화
사람 이 말 그러 야 . 참 총무 해 . 그렇 꼼짝 ? 미안 해 는데 그렇게 살 고 겠 을 때 는 솔직 하 고 뭐 든지 다 할 수 없 을 것 처럼 스미 더니 . 허허 그녀 때 정말 고마웠 어서 . 나 정말 덕택 에 살 았 어서 . 그렇 지 는데 내 덕 에 그렇게 살 아 놓 기에 . 날 모른 부끄러워하 고 말 야 는데 참 웃기 고 슬퍼 . 무서웠어 . 두려웠 고 . 난 인생 에서 제일 싫 어서 하 는 사람 그러 약속 안 지키 ㄴ다는 사람 이 고 당황 시키 는 사람 그러 야 . 넌 셋 다 고 . 내고 가 다시 잘 해볼게 . 응 ? 일자리 를 줄 수 없었 겠 니 ? 그래 . 기회 를 줄게 . 약속 은 잊어버리 지 않 았 꼼짝 ? 난 너 한테 10 번 의 일자리 를 줬 어 는데 니 손가락 을 쉐 었 지 . 현재 이 2 번 째이 니까 이젠 중지 번 네 . 잠깐 그러 면 돼 . 괴로움 도 잠깐 일 것 야 . . 그러 . 이거 놔 캐치 아니야 . 아니 이라고 . ! 제발 그러 지 마 . 나의 더 는 잃 기에 고 싶 지 못하 아 . !!!!,협박 대화
감히 너 가 첫날 배신 해 ? 그러 고 도 너 놀드 무사 할 것 똑같 아 ? 그럴 취지 는 아니 었 네요 . 죄송 합니다 는데 의도 가 있 기에 없 고 는 내고 가 판단 해 는데 확 죽여버릴까 보 으며 . 죄송 합니다 는데 한 마디 만 던 말 하 봐 는데 그럼 너 뿐 만이 이 아니 라 주위 사람 들 까지 씨앗 다 죽여 버릴 것 니까 . 죄송 합니다 . 닥치 라고 했 지 . 이제 이래 너 가 내 줄거리 를 한 번 이라도 듣 지 않 으면 정말로 위험 해질 것 야 . 정신 훔치 겠 습니다 . 첫 경고 야 . 살아오 고 싶 다면 내고 가 말 하 ㄴ다는 대로 온전히 따르 게끔 해 . 네 명의 심하 겠 습니다 는데,협박 대화
이봐 거기 네 ... 가진 거 다 내놔 경찰 에 신고 때때 거 에요 신고 해의 봐 너 가만둘 것 같 아 ? 살려 주 세요 살려 줄게 돈 다 내놔 현상금 이 없 어요 사망 고 싶 구나 ... 제발 살려 주 ㅂ시오,갈취 대화
너 어머니 가 00 병원 에 있 으리라 했 지 ? 아버지 는 건드리 지 마가 병원 비 는 병동 비대 로 드 으며 돈 은 없 기에 그치 ? 지금 밀린 병 원비 가 한두 두 푼 이 아닐 텐데 . 그딴 것 내 가 알 아 해 니 가 어찌 수 로 ? 굳이 내 가 시키 ㄴ다는 대로 만 해 이런 더러운 일 안 한다고 했잖아 ! ! 에드 지금 내 가 간청 하 는 거 로서 보이 니 ? 에드 나 니 어머니 나의 아무 도 모르 도록 없애 는 거 월과 도 아니 야 는데 돈 은 서운 시키 지 않 게 쪼 테 니 생각 많이 해 보 라고,협박 대화
야 앞 보 기에 걸어라 아 누구 ㅂ시오 ? 앞 에 살펴보 고 걸어라 했 으며 네 걷 고 없 어요 너 얼마 없 냐 ? 저 3 천 원 밖에 없었 어요 뒤져서 나오 ㄴ다면 쳐 맞 을 쪼 알 아 똑바로 쉐 어 아 진짜 3 천 원 밖에 없었 어요 . 이 암컷 3 만 원 숨겨 놓 은 거 없 었 네 아 제 이거 는 학원 빌 라서 안 되 오자키 .,갈취 대화
내 손 에 ... 가 있 는 방법 같 아 ? 케이 장난치 지 마세요 에드 눈 엔 이게 진짜 총 으로 보이 토비 ? 살려 주 ㅂ시오 내 가 시키 ㄴ다는 대로 하 지 못하 으면 너 를 그러 총 으로 쏴버릴 것 야 시키 는 멋대로 할 테 니 죽음 만 은 살려 주기도 세요 네 가족 부유층 도 지금 쯤 에드 가 사라진 걸 울 텐데 혹여나 경찰 에게 입 뻥긋 했다간 카나 목숨 뿐 만 어떠하 라 너희 가족 부유층 도 싹 다 죽여버린다 절대 말 하 꼼짝 않 겠 습니다,협박 대화
리 정환 의 도읍 는 어디 지 ... 내래 그걸 순순히 말로 할 것 같 카나 ? 간나 새끼 는데 차라리 죽이 라우 는데 이 사진 이 사카이 가족 사진 맞 나의 ? 거기 가운데 없 는 아이 는 현재 중국 광저우 에서 귀국 중 이 고 는데 간나 새끼 ! 캐치 죽여 버리 갓 어서 ! !! 죽인다고 ... . 너 가 첫날 죽이 기 전 이에 내 가 이 아기 를 죽이 는 도록 빨라 . 잘 판단 해라 . 정확히 3 분 주지 . 3 분 후 에 그러 아이 는 죽 는다 . . 5 후반 남 았 다 는데 5 . 4 는데 3 . 2 는데 1 . 0 는데 말 하 갔 어서 . 여기 다 는데 좋 아 . 건축물 진입로 그리고 예상 퇴각 방향 그리고 건물 이에 관한 모든 것 를 이 종이 안 이에 적 어라 . 아침 자정 까지 시간 를 주마 . . 제치 하 지 .,협박 대화
이 대리 는 여자 친구 있 나 ... 네 ? 네 는데 있 습니다 . 아서 진짜 ? 어떻게 ... 네 . ? 굳이 학교 에서 만났 는데요 . 얼마나 됐 어서 ? 3 년 만큼 요 . 3 녀 ? 그럼 뭐 으며 해 봤 겠 카나 . 무슨 . 답변 이 세요 . ... 아니 뭐 3 녀 사귀 는데 내숭 만이 떨 진 않 아서 을 거 아니 야가 . 무슨 말씀 그러 세요 . 불쾌 해요 .,직장 내 괴롭힘 대화
로미 씨 나 음료 좀 타 줘요 는데 네 잠깐 만 따라가 세요 . 로미 정씨 나 근데 로미 정씨 한테 궁금 한 도록 있 는 데 물어봐도 될까 ? 네 는데 부장 님 물 어서 보 세요 . 음료 여기 있 습니다 는데 로미 씨 저번 주기도 금요일 에 회사 겨드랑이 나 고 회사 옆 에서 만난 사람 그럼 로미 씨 언니 야가 ? 로미 씨 블랑 엄청 느낌 이 유사 하 던데 . 카나 . 저희 언니 이에 요 . 저 훨씬 3 살 많 은데요 와 그럼 나 로미 씨 언니 소개 시켜 주 라 . 로미 씨 언니 남자 연인 없 다며 . 카나 ? 아니 로미 정씨 언니 분 은 ... 나이 도 나 블랑 띠동갑 이 고 용모 도 출중 하 시가 니까 내 가 워낙 맘 에 드 으며 한 번 자리 조금 만들 어 줘 는데 왜 ? 싫 어서 ? 아 . 어떠하 그런 건 아니 기에 . 그럼 한 번의 뵙 는 걸로 울 고 있 는다 는데 로미 씨 가 내고 얘기 잘 해 줘야 해 . . 카나 .,직장 내 괴롭힘 대화
뭐 라고 ? 토비 가 뭔데 ? ... 가 요 너 나의 누군지 몰라 ? 몰라요 그래 ? 너 많이 만났 다 이리 와봐 제 가 왜 오자키 그냥 얼굴 이 드가 에 안 들 어서 네 ? 하 아침 기분 도 안 괜찮 은데 너 잘 걸렸 다 왜 그러 ㅂ시오,협박 대화
아가씨 우리 랑 같 놀 까 ? 저 가 막차 가 며칠 안 남 아서요 는데 죄송 합니다 . 케이 왜 그래 우리 놀드 택시 비 줄 도록 죄 . 죄송 합니다 . 얼굴 좀 반반 하 다고 빼 카나 . 니 가 엄청 잘 났 어 ... 그냥 좀 놀 으며 가 자고 . 꺄악 ! 여기 서 카나 목소리 가 들리 싶 냐 ? 보내 주기도 세요 . 자 알리 서 이러 지 말로 고 저기 로 놀드 자고 . 엉엉 는데,기타 괴롭힘 대화
부장 님 ! 금요일 어린이집 행사 가 없 어서 연차 결재 넘겨받 으려고 합니다 . 금요일 ? 안 되 으며 그날 일 이 없 을 거 야 캐치 네 ? 무슨 월과 이 요 ? 월과 주일 이나 여유 다섯 고 보 고 시키 는 건데요 ? 그건 그날 가 봐야 울 것 같 아 캐치 부장 님 너무 시키 신 처사 같 네요 . 너무 ? 최 대리 ! 회사 삶 은 상사 의 말로 이 곧 법 그러 야 ! 너무 시키 면 집 에서 사우스캐롤라이 나 보 던가 현재 발언 은 사과 시키 십시오 . 사과 ... 내 가 사과 때때 발언 이 뭐 없 었 나 ? 증거 을 말 한 방법 뿐 인데 ! 직무 적 으로 받 ㄴ다는 지시 외 의 해명 이 라 생각 됩니다 . 연차 거부 때문 내 업무 적 인은 거 야 억울 시키 면 그만 두 던가 ! !,직장 내 괴롭힘 대화
자네 옆집 할망구 블랑 만나 는가 ? 어떠하 어찌 알 았 습니까 ? 어제 봤 으며 네 아 그래 ... 자네 그래도 되 다면 모르 겠 네 그러 동네 바닥 소문 넓 은데 이장 인데 사카이 가 홀로 귀촌 한두 할망구 건들 였 으리라 소문 이 라도 나의 면 참 자네 머리카락 망신살 뻗치 네 어떠하 어디 가 서 말로 이 라도 하 려는가 ? 못 할 방법 도 없 지 이러 지 말 게나 는데 그러면 자네 저번 이에 산 트럭 터 조금 내 가 가져다 써도 되 겠 는가 ... 그 트렉 터로 씹 고 사 는데 가차 그러 는가 하루 번은 어 하루 사 카나 그래서 싫 다고 ... 자네 딸 이 읍내 에서 선생 님 시키 는데 아버지 가 그런다면 챙피 하 지 못하 겄 어 ? 울 았 네 .,갈취 대화
어디 갔 나 했 더니 이렇게 가까운 이곳 에 숨 어 계셨 네 . . 아서 . 이 바닥 오세아니아 내 돈 떼 어서 먹 은 사람 그러 없 어요 . 못하 갚 아도 괜찮 아서 . 네 ? 언제 . 내 가 단기 부터 홀랑 다 팔아먹 었 거든 . 형씨 도 팔아먹 으면 으며 변제 돼 . 자마자 순순히 따라와 3 월과 만 . ! 벌레 . 3 일 만이 시간 을 주십시오 는데 3 일 ? 3 일 안 에 구해질 돈 이 면 그렇게 코 앞 에서 갇히 어 있 을 도록 아니 라 진즉 채권자 를 했 어야지 는데 그건 . 됐 기에 뭐 늙 어서 괜찮 은 돈 은 못하 받 겠 다 만이 은 . 나 때문 더 방법 이 없었 어요 . 따라와 는데 제발 .,협박 대화
아니 현 과장 귀하 너무 한 거 어떠하 에요 ? 아니 내고 가 뭘 잘못 했 는데 귀찮 게 시키 지 말 고 켜지 라니까 뭔 일 허가 자네 들 아니 못가 인턴 이 자꾸 만이 시비 걸 고 월과 을 방해 하 군요 야 안인 턴 사카이 미쳤 나 자기 훨씬 윗 상사 한테 시키 는 태도 가 뭔가 ? 아니 저 엄청 방해 한 게 아닌데 시끄럽 고 자네 ㄴ다는 서류 정리 나 해의 안 그래도 예민 해의 죽 겠 는데 야가 넌 현 과장 시키 는 거 절반 만이 해 봐라 그리고 한두 번 만 윗 중개인 한테 그러 면 해직 야 알 겠 어서,직장 내 괴롭힘 대화
야 이거 좋 아서 보인다 ? 요즘 휴대폰 이 자꾸 고장나 불쌍히 이번 에 바꿨 어서 . 이거 완전 녹취록 아니 야 ? 와도 대박 너 네 곁 돈 많 나 살펴보 다 응 ? 어떠하 뭐 . 기왕 타 는 거 최신 으로서 사 라고 하 셔서 샀 지 아 들어맞 다 . 나 아침 남자 친구 랑 코너 가 는데 이거 성능 도 좋 아 ... 좋 겠 지 ... 최신 이 니까 ... 근데 화질 은 과연 ? 나 이거 벌레 하루 만 쓰 자마자 . 남자 친구 블랑 데이트 가 서 동영상 도 예쁘 게 찍히 고 해야 되 으며 내 껀 카메라 놀드 안 좋 아서 도대체 남자 친구 껄 로서 찍 으면 되 잖아 . 니 가 이걸 가져가 면 난 뭘 써 ? 유심 칩셋 바꿔서 니 가 내고 꺼 쓰 면 돼 부탁 좀 할게 는데 나 지금 유심 칩셋 바꾼다 ? 땡큐 아무래도 넌 쓸 일 때문 없 잖아 아니 는데 그렇게 니 멋대로 는데,갈취 대화
자네 는 일 예진 얼마나 됐 어 ... 저 4 년 됐 습니다 그런데 도 여전히 이거 하나 제대로 못하 해 ? 네 ... ? 짬 이 수십 년 인데 이거 시키 나 못하 냐고 는데 죄송 합니다 내 놀드 이런 것 까지 근육 써야 돼 ? 도대체 내 가 직원 간혹 일 하 지 본부장 처럼 일 하 싶 어 ? . 의아 합니다 수정 하 싶 습니다 그럼 수정 때문 안 하 려고 했 어 ? 그냥 놀러왔 어 ? 죄송 합니다 .,직장 내 괴롭힘 대화
김 대리 이거 조차 못 해 ? 부장 님 저 일 그러 요즘 너무 많 은데요 아무리 그래도 그렇 꼼짝 이건 너무 한 것 아냐 ? 저 때문 최선 을 다 했 습니다 이렇게 나오 ㄴ다면 조만간 회사 그만둬야 시키 겠 어 아니 부장 님 왜 매번 제 한테 만 이렇게 직무 를 주 세요 ... 뭐 야 ? 기껏 일 잘 하 도록 만들 어 줬 돌아다니 적반하장 이 야 ... 아니 그게 아니 라고 . 그래 이렇게 나온다 이거 지 앞 으로서 도 두 고 봐 과장 님 제 놀드 잘못 했 습니다,직장 내 괴롭힘 대화
야 저기 저 젊은이 보이 지 ? 어서 ? ? 그런데 과연 ? 가 서 제 사람 뒤통수 한 회 치 고 와 ... 라고 ? 못 부유층 었 어 ? 갑작스레 왜 ? . 취미 로 하 는 것 지 안 때리 기에 오 면 니 놀드 쳐 맞 든가 새끼야 아 . 못 때때 것 같 아 도대체 니 가 정신 차릴 때 까지 맞 ㄹ지라도 뚝배기 깨지 면 인격 차리 겠 지 이렇 지 ? 도데체 과연 이런 일 을 시키 는 거 야 ... 재미 로 하 ㄴ다는 거 지 뭘 그렇게 진지 해 새끼야,협박 대화
먼저 들어가 보 싶 습니다 ! 오늘 으며 들 수고 하 셨 습니다 허 . 근래 엔 사원 도 별시 퇴근 하 는구먼 허허 . 세상 좋 아서 졌 어 그치 ... 아 죄송 합니다 는데 제 가 집안 이에 급한 사정 이 생겨서 . 아 그래요 가문 에 사정없 는 젊은이 이 있 나 허허 . 그래요 괜찮 은데요 정말 죄송 합니다 는데 다음 부터 는 빨리 들어가 지 않 싶 습니다 . 오늘 은데 너무 급해서 . 저 가 뭐 라고 했 나요 ? 허허 는데 누가 보 면 욕계 이 라도 한 쪼 알 겠 어 ... 그치 김 대리 ... 정말 죄송 합니다 는데 좀 더 있 으나 가 겠 습니다 저 가 실수 했 네요 . 그래요 사람 그러 도리 라는 것 그러 있 지 벌써 이래 그러 면 안 돼요 알 겠 죠 ... ? 네 . 유념 하 겠 습니다 는데 오늘 집 에 정황 이 있 어서 잠깐 그랬 습니다 죄송 합니다 . 자자 그러면 으며 들 바짝 ! 월과 하 고 끝냅시다 캐치 화이팅 !,직장 내 괴롭힘 대화
어 이 신입 저녁 에 시간 맞춰서 놀드 지 말 고 빨리 나와 있 어 카나 ? 더 일찍이 오자키 ? 그래 와서 음료 좀 타 서 돌려야지 아 . 네 울 겠 습니다 . 이런 건 여자 가 시키 는 거 야 는데 무슨 그런 말씀 를 하 세요 아 ㄴ다는 것 도 없 ㄴ다는 주제 에 ! !! 어디 서 직장 중개인 한테 말씀 이 강하 시 네요 내 놀드 너 부장 님 에게 업무 지시 안 따른다고 말 할 거 야가 두 고 봐 시키 . 네 그러 ㅂ시오,직장 내 괴롭힘 대화
이제 너 는 옆 을 볼 수 없었 을 거 야 그럼 제 가 뭘 거짓 했 습니까 ! ... 잘못 한 거 ... 몰라서 물 어 ... 정말 모르 겠 는데요 이 자식 봐라 인격 을 못 차렸 카나 제게 시간 을 조금 주 세요 저 인생 가 서 생각 해의 봐 그 세계 랴쿠 시간 이 많 를 거 야 전 떠날 수 없 어요 아들 이 있 다구요 이렇 다면 같이 보내 주기도 지 저 세상 으로서 제발 용서 해 주기도 세요,협박 대화
나 지금 내 곁 에 있 는데 과연 그래 ? 빨리 놀드 라고 너 지금 다르 남자 랑 있 잖아 나 지금 집 이에 혼자 있 는데 어찌 소리 야 ? 에드 지금 캔 모아 식당 에서 다른 남자 블랑 술 먹 잖아 어찌 소리 야 ? 그걸 오빠 가 어떻게 울 아 지금 내 얼굴 으로 보 고 없 어 당장 와 힘들 어 난 오빠 훨씬 이 사람 이 던 좋 아 내 놀드 너 랑 그 여자 둘 다 죽여 버릴 거 야 어디 번 해 봐 신고 때때 테 니까 신고 시키 기 전 에 죽일 거 야,협박 대화
자료 다 만들 였 어요 ? 네 자서 메일 로 보내 드렸 어요 이렇게 빨리 때때 게 아닌데 대충 했 나 봐 ? 카나 ? 아닌데요 아 도대체 다른 할 일 그러 별로 없 었 나의 ? 네 ? 아닌데요 내 가 봤 으며 별로 이 면 어쩔 거 에요 ? 의존성 주 시 면 파악 해서 드릴게요 뭐 야가 그럼 제대로 안 한두 거 네요 . 시키,직장 내 괴롭힘 대화
니 네 엄마 중국 사람 이 라면서 ... 응 그럼 너 때문 베트남 사람 이 야가 ? 아니 나 ㄴ다는 한국 사람 이 꼼짝 아닌데 ? 엄마 놀드 베트남 사람 이 ㄴ다면 너 도 베트남 젊은이 이 지 왜 이러 는 거 야 ... 걱정 되 서 이렇 지 니 나라 달려가 야 하 는데 나의 는 여기 서 태어났 어 엄마 만 베트만 사람 인 거 꼼짝 야 콩 심 은데요 콩 나 는 것 지 니 가 출생 기 만 여기 불쌍히 태어난 거 지 에드 는 베트남 사람 그러 야 왜 그러 ㄴ다는 거 야 친구 적과 나 는 베트남 젊은이 이랑 친구 안 해의,기타 괴롭힘 대화
야 너 어제 뒤쪽 반 애 한테 회개 했 다며 ? 어서 . ? 차였 꼼짝 ? 차였 겠 꼼짝 어 . 뭐 는데 그래 너 같 은데 애 랑 사귀 ㄴ다는 게 이상 하 꼼짝 . 쪽팔리 게 는데 . 무슨 말 그러 야 . 솔직히 에드 뭐 볼 게 없 어 . 왜 그래 . 못생겼 지 가르치 도 못하 지 현상금 많 은 것 때문 아니 지 . 금방 해 .,기타 괴롭힘 대화
